,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,avggift
1380,IL,F,418.0,330.0,343.0,381.0,430.0,11.0
1381,IL,,704.0,314.0,,358.0,415.0,13.0
1382,AR,F,1060.0,519.0,602.0,559.0,631.0,6.357142857
1383,,F,539.0,254.0,348.0,,343.0,7.894736842
1384,IN,F,1097.0,485.0,562.0,534.0,601.0,14.6
1385,IL,F,1058.0,479.0,,525.0,562.0,8.75
1386,CA,M,1971.0,553.0,605.0,559.0,607.0,15.0
1387,GA,M,512.0,190.0,237.0,248.0,297.0,20.0
1388,TX,M,321.0,,189.0,,271.0,10.0
1389,WA,M,2321.0,631.0,638.0,713.0,718.0,6.7
1390,IA,F,622.0,347.0,378.0,401.0,416.0,
1391,GA,M,351.0,171.0,186.0,,237.0,25.0
1392,CA,F,2855.0,311.0,385.0,484.0,537.0,11.46153846
1393,FL,F,955.0,324.0,379.0,397.0,444.0,7.264347826
1394,OR,M,442.0,156.0,,165.0,191.0,16.5
1395,MI,F,569.0,356.0,384.0,440.0,515.0,6.75
1396,CA,M,1170.0,210.0,220.0,252.0,255.0,5.7
1397,CA,F,2353.0,301.0,,333.0,367.0,25.0
1398,MI,F,330.0,249.0,317.0,289.0,357.0,7.333333333
1399,CA,F,1713.0,,244.0,310.0,334.0,15.0
1400,GA,F,618.0,278.0,291.0,322.0,364.0,7.285714286
1401,,M,310.0,243.0,308.0,265.0,297.0,11.2
1402,MI,M,299.0,244.0,267.0,263.0,303.0,4.9375
1403,NC,F,504.0,238.0,355.0,319.0,424.0,8.5
1404,NC,M,782.0,223.0,341.0,,357.0,10.23076923
1405,SC,F,383.0,,134.0,135.0,,12.2
1406,CA,M,2044.0,329.0,337.0,397.0,423.0,10.75
1407,AR,F,2158.0,411.0,516.0,535.0,640.0,
1408,GA,M,866.0,463.0,475.0,467.0,492.0,7.545454545
1409,NV,M,899.0,479.0,486.0,542.0,535.0,9.444444444
1410,IA,F,221.0,216.0,274.0,252.0,304.0,11.33333333
1411,CA,F,2432.0,340.0,364.0,397.0,432.0,
1412,MN,F,198.0,173.0,209.0,208.0,238.0,5.0
1413,OR,M,600.0,236.0,256.0,273.0,275.0,18.95833333
1414,,M,944.0,395.0,417.0,,461.0,5.266666667
1415,TX,F,463.0,404.0,416.0,427.0,470.0,10.4
1416,MO,F,290.0,182.0,228.0,235.0,277.0,20.0
1417,,F,694.0,270.0,376.0,339.0,450.0,13.0
1418,,F,797.0,259.0,378.0,318.0,392.0,3.161290323
1419,KS,F,589.0,282.0,,337.0,366.0,10.0
1420,NC,,1205.0,246.0,,345.0,473.0,4.176470588
1421,AL,M,464.0,270.0,288.0,289.0,307.0,6.5
1422,IN,M,444.0,,324.0,304.0,353.0,4.5
1423,FL,F,801.0,324.0,,419.0,478.0,4.9
1424,,,337.0,,261.0,263.0,298.0,8.294117647
1425,MI,M,434.0,,337.0,,372.0,11.66666667
1426,FL,F,646.0,241.0,257.0,278.0,299.0,7.1875
1427,KS,M,740.0,295.0,376.0,329.0,420.0,12.6
1428,GA,F,717.0,316.0,339.0,349.0,366.0,10.0
1429,CA,M,2971.0,,288.0,340.0,322.0,7.0
1430,IL,,636.0,316.0,395.0,325.0,393.0,14.25
1431,IL,,2906.0,688.0,653.0,740.0,707.0,10.6
1432,GA,F,717.0,327.0,352.0,347.0,364.0,10.0
1433,TX,F,715.0,295.0,301.0,333.0,355.0,7.111111111
1434,KS,M,386.0,293.0,354.0,302.0,356.0,4.217391304
1435,OR,F,684.0,290.0,323.0,323.0,356.0,20.0
1436,NC,,469.0,214.0,260.0,271.0,313.0,7.465116279
1437,KY,M,884.0,332.0,377.0,,,7.666666667
1438,MO,F,275.0,154.0,161.0,224.0,246.0,9.25
1439,MN,F,1122.0,554.0,560.0,607.0,618.0,25.125
1440,,,656.0,272.0,339.0,318.0,373.0,
1441,FL,F,880.0,335.0,343.0,386.0,403.0,17.71428571
1442,WA,F,837.0,,381.0,369.0,397.0,3.466666667
1443,CA,F,2322.0,506.0,548.0,469.0,579.0,4.431034483
1444,AL,F,853.0,445.0,,447.0,,10.0
1445,WA,,871.0,381.0,412.0,436.0,476.0,7.836734694
1446,TX,M,884.0,681.0,692.0,737.0,,9.142857143
1447,WA,F,949.0,429.0,448.0,420.0,,
1448,CA,F,1788.0,,424.0,415.0,514.0,11.0
1449,CO,F,1274.0,,541.0,548.0,575.0,6.0
1450,NM,F,481.0,280.0,,279.0,319.0,7.2
1451,,M,1728.0,470.0,,503.0,523.0,25.0
1452,FL,M,1322.0,355.0,405.0,408.0,454.0,3.566666667
1453,CA,F,2674.0,561.0,574.0,648.0,662.0,19.16666667
1454,WI,F,685.0,359.0,,372.0,375.0,3.589285714
1455,CA,M,479.0,208.0,268.0,272.0,,9.555555556
1456,FL,F,860.0,458.0,453.0,495.0,505.0,
1457,,F,1821.0,454.0,466.0,486.0,505.0,7.384615385
1458,TX,M,1076.0,490.0,503.0,550.0,578.0,14.54545455
1459,CA,F,1231.0,323.0,398.0,367.0,412.0,12.3
1460,FL,F,440.0,185.0,231.0,253.0,299.0,
1461,MI,M,1572.0,566.0,587.0,623.0,684.0,10.0
1462,NC,,347.0,166.0,202.0,204.0,233.0,14.75
1463,GA,F,1153.0,562.0,583.0,609.0,629.0,50.0
1464,,F,2075.0,723.0,743.0,823.0,,5.517241379
1465,TX,F,360.0,,235.0,219.0,269.0,
1466,NC,M,542.0,211.0,245.0,,361.0,
1467,NV,F,948.0,325.0,353.0,367.0,398.0,3.411764706
1468,IN,M,809.0,385.0,482.0,413.0,511.0,20.0
1469,,M,2083.0,198.0,186.0,220.0,211.0,3.8125
1470,WA,,1271.0,324.0,351.0,,417.0,9.5
1471,IL,M,440.0,286.0,331.0,323.0,375.0,6.0
1472,IN,M,614.0,289.0,317.0,335.0,385.0,15.0
1473,CA,,2424.0,426.0,446.0,483.0,542.0,14.5
1474,MI,F,923.0,,364.0,353.0,409.0,7.607142857
1475,TX,,577.0,,437.0,,454.0,7.375
1476,MI,,347.0,245.0,310.0,286.0,328.0,4.904761905
1477,NC,M,1250.0,319.0,,429.0,540.0,
1478,,M,770.0,417.0,426.0,450.0,454.0,10.6
1479,LA,,589.0,378.0,384.0,410.0,,16.0
1480,KY,,687.0,368.0,407.0,375.0,419.0,
1481,NC,M,875.0,280.0,317.0,343.0,381.0,7.0
1482,TX,M,864.0,388.0,480.0,402.0,511.0,
1483,OR,F,701.0,,352.0,353.0,400.0,25.0
1484,MI,F,664.0,,308.0,336.0,332.0,3.613636364
1485,CA,M,755.0,218.0,232.0,282.0,290.0,
1486,MS,M,423.0,212.0,262.0,251.0,287.0,5.95945946
1487,CA,F,2596.0,515.0,518.0,584.0,588.0,24.16666667
1488,CA,F,1257.0,356.0,358.0,427.0,445.0,6.384615385
1489,GA,,1173.0,503.0,625.0,562.0,660.0,8.931034483
1490,MI,F,862.0,476.0,,,511.0,20.25
1491,IA,F,339.0,254.0,271.0,293.0,321.0,5.928571429
1492,MO,M,392.0,218.0,,265.0,300.0,4.266666667
1493,NC,F,576.0,289.0,308.0,304.0,,8.923076923
1494,MN,F,575.0,209.0,212.0,,,
1495,FL,M,709.0,220.0,254.0,264.0,296.0,7.333333333
1496,KY,M,724.0,322.0,,363.0,393.0,17.22222222
1497,MN,M,719.0,365.0,561.0,430.0,519.0,
1498,,F,411.0,199.0,230.0,244.0,272.0,13.0
1499,OK,M,498.0,284.0,304.0,274.0,315.0,11.5
1500,TX,F,716.0,291.0,438.0,351.0,454.0,20.0
1501,MI,M,732.0,404.0,431.0,434.0,481.0,10.5
1502,TX,,1155.0,684.0,695.0,728.0,,12.5
1503,MI,F,245.0,189.0,176.0,246.0,224.0,
1504,LA,F,764.0,354.0,362.0,383.0,401.0,6.25
1505,IL,M,1000.0,453.0,463.0,458.0,478.0,
1506,IN,F,519.0,314.0,,,381.0,5.6875
1507,FL,F,720.0,364.0,416.0,450.0,521.0,17.89473684
1508,CA,M,2498.0,518.0,,570.0,606.0,25.0
1509,GA,F,687.0,379.0,403.0,360.0,380.0,13.85714286
1510,,M,710.0,236.0,,,400.0,13.57142857
1511,WI,,708.0,358.0,370.0,384.0,414.0,
1512,,M,1364.0,634.0,673.0,768.0,811.0,15.0
1513,WA,F,827.0,277.0,328.0,309.0,371.0,
1514,TX,F,725.0,334.0,354.0,418.0,432.0,15.4
1515,NC,F,548.0,197.0,246.0,259.0,300.0,12.375
1516,WA,F,1055.0,,379.0,375.0,421.0,14.0
1517,MI,F,479.0,280.0,304.0,333.0,350.0,5.884615385
1518,IL,,2172.0,427.0,625.0,561.0,805.0,3.25
1519,,,1088.0,421.0,,,557.0,15.0
1520,CA,F,875.0,226.0,,254.0,254.0,6.0
1521,,,883.0,247.0,272.0,310.0,336.0,4.944444444
1522,NC,F,514.0,239.0,289.0,276.0,322.0,
1523,TX,,689.0,344.0,359.0,368.0,377.0,
1524,LA,F,708.0,368.0,404.0,,,12.52631579
1525,MO,M,733.0,337.0,409.0,359.0,426.0,26.25
1526,MO,F,476.0,219.0,280.0,272.0,319.0,5.434782609
1527,,F,2041.0,,858.0,943.0,,9.833333333
1528,FL,M,881.0,297.0,363.0,375.0,453.0,
1529,TX,F,1150.0,196.0,212.0,245.0,270.0,7.666666667
1530,GA,F,529.0,259.0,304.0,280.0,304.0,5.611111111
1531,CA,,1205.0,399.0,408.0,,450.0,9.8
1532,TX,F,301.0,215.0,273.0,262.0,299.0,8.982758621
1533,TX,F,945.0,398.0,578.0,446.0,563.0,
1534,KY,F,714.0,187.0,290.0,,376.0,12.07142857
1535,OK,M,763.0,316.0,334.0,378.0,398.0,
1536,WI,M,515.0,258.0,276.0,302.0,327.0,5.857142857
1537,GA,M,448.0,192.0,241.0,254.0,299.0,
1538,CO,F,524.0,264.0,,329.0,,11.8
1539,IN,M,637.0,286.0,316.0,,371.0,25.0
1540,IN,F,778.0,377.0,422.0,447.0,527.0,5.821818182
1541,NM,F,1008.0,360.0,397.0,388.0,426.0,8.916666667
1542,KS,F,993.0,285.0,366.0,329.0,,
1543,CA,F,1149.0,222.0,,250.0,273.0,6.619047619
1544,WI,M,575.0,318.0,341.0,379.0,414.0,8.473684211
1545,,F,1627.0,456.0,508.0,537.0,586.0,9.266666667
1546,MI,F,428.0,208.0,243.0,268.0,293.0,6.461538462
1547,CO,F,717.0,333.0,341.0,344.0,360.0,25.0
1548,CA,F,2625.0,,533.0,517.0,523.0,
1549,CA,F,2113.0,422.0,450.0,502.0,532.0,9.0
1550,CA,F,1104.0,266.0,275.0,323.0,319.0,2.637931034
1551,TX,M,362.0,208.0,217.0,238.0,255.0,7.142857143
1552,MI,M,403.0,327.0,375.0,,364.0,7.32
1553,IL,F,1014.0,262.0,273.0,306.0,350.0,11.1875
1554,MI,F,732.0,377.0,478.0,396.0,453.0,9.5
1555,CA,M,1309.0,409.0,419.0,,432.0,12.0
1556,FL,F,961.0,297.0,341.0,,,13.66666667
1557,MO,F,883.0,468.0,,493.0,517.0,
1558,CO,M,1285.0,474.0,510.0,535.0,584.0,5.1875
1559,MN,F,889.0,,398.0,341.0,450.0,16.0
1560,NC,F,609.0,257.0,,299.0,323.0,6.0
1561,,F,1240.0,395.0,496.0,436.0,550.0,5.375
1562,MI,,426.0,267.0,315.0,314.0,343.0,16.75
1563,TX,M,792.0,260.0,320.0,337.0,396.0,11.33333333
1564,LA,M,801.0,487.0,523.0,509.0,,13.27272727
1565,TX,,872.0,534.0,548.0,,607.0,79.16666667
1566,,F,848.0,372.0,386.0,404.0,426.0,
1567,,,985.0,478.0,495.0,508.0,591.0,12.125
1568,MI,F,795.0,442.0,,557.0,627.0,
1569,MI,,556.0,317.0,324.0,313.0,346.0,5.263157895
1570,SC,F,630.0,,323.0,329.0,371.0,11.5
1571,IN,F,789.0,,430.0,425.0,,5.833333333
1572,LA,F,1384.0,,643.0,667.0,,8.0
1573,TX,,688.0,562.0,564.0,582.0,596.0,12.0
1574,AR,F,569.0,156.0,158.0,,202.0,5.166666667
1575,TX,F,651.0,197.0,250.0,252.0,284.0,8.277777778
1576,FL,M,1307.0,310.0,381.0,383.0,450.0,18.0
1577,TX,F,241.0,164.0,241.0,231.0,290.0,8.466666667
1578,WI,F,617.0,221.0,247.0,,289.0,24.22222222
1579,CA,F,838.0,163.0,176.0,235.0,241.0,6.666666667
1580,SC,M,688.0,,432.0,,475.0,9.4
1581,,F,435.0,304.0,322.0,325.0,365.0,10.0
1582,FL,F,677.0,242.0,261.0,,302.0,9.8
1583,FL,M,980.0,335.0,387.0,381.0,435.0,11.0
1584,SC,M,788.0,225.0,275.0,299.0,343.0,
1585,AR,,950.0,199.0,371.0,361.0,433.0,9.0
1586,KY,M,295.0,155.0,161.0,199.0,223.0,25.11111111
1587,CA,M,1831.0,280.0,,313.0,380.0,5.166666667
1588,FL,M,817.0,282.0,288.0,413.0,473.0,
1589,FL,,838.0,,374.0,402.0,437.0,
1590,WA,M,2049.0,442.0,448.0,573.0,626.0,25.4
1591,,F,1380.0,385.0,449.0,417.0,,8.0625
1592,IL,F,1499.0,408.0,419.0,444.0,479.0,9.2
1593,WA,,507.0,243.0,335.0,265.0,326.0,11.66666667
1594,NV,M,603.0,199.0,261.0,233.0,,6.333333333
1595,,M,407.0,,324.0,383.0,,5.0
1596,TX,,471.0,230.0,,273.0,302.0,9.0
1597,GA,F,929.0,403.0,420.0,418.0,467.0,7.833333333
1598,KY,,521.0,258.0,330.0,315.0,371.0,8.75
1599,,F,288.0,129.0,164.0,131.0,167.0,5.285714286
1600,,F,914.0,522.0,542.0,540.0,560.0,25.0
1601,WI,F,466.0,270.0,,318.0,354.0,11.66666667
1602,,M,534.0,,306.0,363.0,388.0,
1603,OR,M,1550.0,456.0,613.0,549.0,709.0,17.5
1604,,,687.0,230.0,,261.0,267.0,4.592105263
1605,,F,810.0,408.0,421.0,455.0,469.0,12.83333333
1606,IL,F,2347.0,,736.0,786.0,,
1607,CA,M,2298.0,290.0,302.0,308.0,322.0,25.0
1608,AZ,F,1708.0,437.0,586.0,551.0,684.0,9.769230769
1609,TX,M,561.0,493.0,529.0,506.0,,
1610,AZ,F,700.0,205.0,221.0,,295.0,12.85714286
1611,FL,M,696.0,303.0,339.0,,369.0,22.5
1612,WA,,1039.0,279.0,376.0,338.0,435.0,25.0
1613,FL,M,1909.0,473.0,688.0,,779.0,13.375
1614,LA,,535.0,165.0,,,199.0,12.0
1615,FL,M,835.0,413.0,414.0,,410.0,19.66666667
1616,MO,M,553.0,196.0,193.0,236.0,236.0,4.0
1617,IL,M,652.0,247.0,354.0,306.0,,8.222222222
1618,,F,416.0,209.0,221.0,229.0,243.0,13.5
1619,NC,M,623.0,273.0,300.0,,319.0,15.0
1620,WA,F,1516.0,519.0,555.0,,548.0,4.166666667
1621,WI,F,182.0,78.0,181.0,126.0,209.0,4.352941177
1622,KY,M,821.0,259.0,298.0,304.0,334.0,11.66666667
1623,WI,M,486.0,274.0,327.0,289.0,336.0,7.545454545
1624,CA,M,2259.0,557.0,567.0,600.0,603.0,6.4
1625,WI,M,659.0,315.0,365.0,356.0,399.0,13.16666667
1626,TX,M,423.0,294.0,323.0,322.0,360.0,9.695652174
1627,OR,F,661.0,259.0,286.0,292.0,,12.5
1628,CO,M,660.0,203.0,238.0,223.0,262.0,
1629,NC,F,550.0,249.0,356.0,293.0,360.0,12.5
1630,,M,508.0,,224.0,245.0,280.0,9.428571429
1631,NC,M,639.0,228.0,269.0,289.0,333.0,9.25
1632,FL,M,533.0,201.0,230.0,256.0,286.0,23.83333333
1633,IA,F,275.0,282.0,319.0,288.0,331.0,5.916666667
1634,CA,F,1953.0,304.0,,337.0,380.0,13.5
1635,,M,494.0,269.0,331.0,316.0,373.0,6.571428571
1636,IL,F,678.0,267.0,288.0,352.0,370.0,5.448275862
1637,MN,F,404.0,256.0,295.0,304.0,347.0,10.54761905
1638,TX,F,283.0,212.0,291.0,288.0,333.0,19.16666667
1639,IL,F,1554.0,615.0,663.0,689.0,737.0,14.5
1640,,F,848.0,219.0,288.0,299.0,390.0,16.0
1641,NC,F,595.0,289.0,346.0,,381.0,
1642,FL,M,1069.0,198.0,257.0,308.0,367.0,6.125
1643,WA,M,874.0,355.0,,389.0,418.0,4.04
1644,CO,F,1017.0,496.0,510.0,537.0,554.0,
1645,NC,F,714.0,425.0,434.0,419.0,432.0,9.083333333
1646,MO,M,915.0,506.0,513.0,559.0,561.0,9.142857143
1647,GA,F,748.0,352.0,372.0,369.0,423.0,10.0
1648,GA,M,803.0,450.0,495.0,547.0,597.0,15.0
1649,KS,F,208.0,201.0,242.0,255.0,296.0,17.17647059
1650,,M,432.0,174.0,230.0,223.0,279.0,11.1
1651,CA,M,1485.0,399.0,478.0,432.0,469.0,12.875
1652,CA,F,1115.0,313.0,340.0,354.0,391.0,11.4375
1653,MI,F,709.0,504.0,515.0,522.0,539.0,
1654,FL,M,696.0,277.0,,325.0,355.0,20.4
1655,OK,,911.0,,496.0,497.0,613.0,6.333333333
1656,NC,M,723.0,371.0,414.0,398.0,456.0,6.538461539
1657,TX,F,321.0,225.0,264.0,243.0,281.0,8.058823529
1658,AL,M,931.0,407.0,502.0,439.0,496.0,4.416666667
1659,CA,F,1895.0,317.0,,405.0,471.0,6.705882353
1660,AL,F,950.0,264.0,,330.0,378.0,4.142857143
1661,IL,F,1243.0,414.0,,464.0,507.0,10.4
1662,MO,M,1162.0,529.0,560.0,571.0,612.0,10.125
1663,GA,F,359.0,205.0,260.0,,292.0,9.0
1664,,M,720.0,328.0,357.0,358.0,381.0,11.6
1665,SC,M,1168.0,365.0,430.0,403.0,460.0,5.0
1666,LA,F,324.0,129.0,204.0,226.0,277.0,8.2
1667,NM,M,828.0,,368.0,366.0,416.0,20.0
1668,CA,F,1188.0,166.0,218.0,194.0,243.0,8.333333333
1669,MN,F,915.0,469.0,,514.0,566.0,
1670,CA,F,2412.0,549.0,534.0,564.0,549.0,20.0
1671,IL,F,550.0,157.0,173.0,215.0,217.0,
1672,CA,F,2043.0,296.0,569.0,399.0,598.0,13.8
1673,MO,F,523.0,,330.0,327.0,350.0,3.0625
1674,MI,,2417.0,,835.0,693.0,905.0,10.5
1675,FL,,831.0,,,,,
1676,MI,M,364.0,312.0,335.0,293.0,315.0,
1677,FL,F,795.0,352.0,406.0,,444.0,7.333333333
1678,TX,,408.0,254.0,,303.0,324.0,4.9375
1679,CA,M,2476.0,366.0,453.0,470.0,537.0,17.66666667
1680,KY,F,382.0,173.0,211.0,,259.0,10.64705882
1681,IN,F,667.0,243.0,,298.0,351.0,6.285714286
1682,FL,M,906.0,296.0,377.0,360.0,473.0,10.42857143
1683,FL,M,715.0,362.0,371.0,388.0,408.0,7.466666667
1684,LA,M,576.0,290.0,318.0,339.0,,7.5
1685,WI,M,335.0,209.0,252.0,268.0,311.0,10.05555556
1686,WA,F,1424.0,419.0,446.0,477.0,506.0,9.2
1687,AL,F,733.0,316.0,378.0,374.0,412.0,10.0
1688,SC,F,1333.0,162.0,451.0,,476.0,8.625
1689,,M,658.0,373.0,392.0,417.0,436.0,5.789473684
1690,KS,M,498.0,273.0,302.0,304.0,346.0,5.0
1691,OR,F,641.0,291.0,300.0,356.0,391.0,14.0
1692,AZ,F,558.0,298.0,301.0,327.0,345.0,14.77777778
1693,MI,F,558.0,344.0,,,,
1694,MO,F,1783.0,577.0,,609.0,653.0,20.0
1695,CO,,543.0,428.0,,421.0,434.0,15.0
1696,NE,M,1344.0,639.0,733.0,676.0,758.0,7.214285714
1697,MI,,1335.0,597.0,682.0,644.0,724.0,22.25
1698,,,493.0,213.0,248.0,,294.0,
1699,FL,,888.0,328.0,368.0,371.0,410.0,5.714285714
1700,CA,F,1968.0,,485.0,449.0,496.0,9.4
1701,,M,1033.0,329.0,,376.0,473.0,
1702,FL,M,934.0,,391.0,404.0,478.0,6.366666667
1703,MI,F,578.0,242.0,306.0,279.0,328.0,9.857142857
1704,MS,M,406.0,240.0,243.0,255.0,265.0,17.5
1705,NC,M,474.0,163.0,205.0,218.0,253.0,9.133333333
1706,FL,M,721.0,302.0,339.0,,365.0,8.875
1707,NE,M,443.0,231.0,288.0,281.0,323.0,36.11111111
1708,MI,F,841.0,334.0,409.0,378.0,462.0,10.0
1709,,M,724.0,327.0,384.0,319.0,371.0,12.5
1710,TX,F,924.0,414.0,443.0,427.0,,4.666666667
1711,SC,F,1056.0,405.0,498.0,444.0,485.0,3.589285714
1712,OK,F,1017.0,672.0,700.0,647.0,673.0,
1713,MI,F,668.0,300.0,,344.0,385.0,25.83333333
1714,,F,417.0,277.0,300.0,258.0,326.0,14.0
1715,CA,F,1232.0,203.0,229.0,,267.0,3.714285714
1716,FL,M,764.0,269.0,307.0,317.0,353.0,15.0
1717,IN,F,877.0,419.0,,450.0,496.0,5.25
1718,CO,F,1109.0,513.0,587.0,606.0,636.0,13.25
1719,CA,F,2099.0,588.0,,610.0,643.0,10.7
1720,CA,M,2264.0,430.0,441.0,,392.0,11.0
1721,NM,F,740.0,,288.0,294.0,324.0,4.375
1722,IL,M,258.0,60.0,120.0,89.0,209.0,5.555555556
1723,IA,,240.0,232.0,280.0,271.0,315.0,2.260869565
1724,NC,M,701.0,297.0,335.0,405.0,468.0,15.5
1725,GA,F,1271.0,733.0,752.0,743.0,752.0,15.09090909
1726,GA,F,802.0,479.0,488.0,531.0,555.0,11.05882353
1727,,M,929.0,,403.0,341.0,438.0,5.142857143
1728,OR,F,2070.0,540.0,781.0,,876.0,5.5
1729,GA,M,387.0,191.0,221.0,285.0,325.0,4.923076923
1730,WA,M,1133.0,596.0,596.0,591.0,610.0,9.0
1731,GA,F,656.0,304.0,309.0,308.0,312.0,7.35
1732,KY,F,439.0,328.0,335.0,350.0,356.0,11.25
1733,CA,,2356.0,520.0,683.0,651.0,762.0,11.28
1734,AZ,F,967.0,254.0,359.0,287.0,,6.333333333
1735,WI,M,342.0,174.0,228.0,217.0,262.0,5.857142857
1736,,M,435.0,353.0,399.0,,373.0,10.0
1737,FL,F,578.0,248.0,280.0,309.0,338.0,
1738,NV,F,463.0,177.0,189.0,221.0,233.0,14.0
1739,FL,M,810.0,295.0,373.0,374.0,430.0,11.0
1740,OR,M,865.0,,536.0,530.0,615.0,
1741,FL,M,1172.0,455.0,502.0,487.0,525.0,25.0
1742,AR,F,1906.0,512.0,540.0,759.0,896.0,8.125
1743,TX,M,916.0,,571.0,496.0,,9.2
1744,,F,1234.0,,456.0,441.0,561.0,11.23529412
1745,MI,F,567.0,359.0,395.0,370.0,405.0,
1746,FL,F,752.0,346.0,367.0,374.0,413.0,5.307692308
1747,OR,,685.0,237.0,305.0,306.0,338.0,10.0
1748,AZ,M,611.0,289.0,,332.0,354.0,
1749,CA,M,1447.0,296.0,,355.0,434.0,23.85714286
1750,FL,M,782.0,435.0,437.0,443.0,,6.588235294
1751,WI,M,930.0,397.0,511.0,,552.0,11.44444444
1752,OK,F,208.0,210.0,261.0,261.0,305.0,
1753,IA,F,334.0,165.0,,219.0,268.0,12.61290323
1754,CA,M,1234.0,284.0,276.0,308.0,284.0,
1755,,F,1072.0,,597.0,555.0,636.0,18.6
1756,TX,,696.0,,439.0,439.0,470.0,10.42857143
1757,CA,M,1734.0,607.0,635.0,,674.0,8.571428571
1758,IL,F,550.0,91.0,163.0,166.0,254.0,5.5
1759,CO,,759.0,270.0,307.0,316.0,352.0,
1760,CA,M,2105.0,535.0,,557.0,578.0,10.44444444
1761,CA,F,1368.0,379.0,416.0,487.0,528.0,6.852941177
1762,FL,,1167.0,267.0,274.0,323.0,349.0,15.0
1763,NC,M,859.0,428.0,454.0,442.0,482.0,20.0
1764,NV,M,1291.0,349.0,373.0,402.0,447.0,10.5
1765,,F,962.0,349.0,379.0,419.0,487.0,
1766,TX,F,420.0,171.0,234.0,247.0,293.0,15.0
1767,FL,F,1571.0,473.0,496.0,518.0,526.0,22.5
1768,WI,F,842.0,463.0,469.0,492.0,493.0,9.913043478
1769,,F,517.0,303.0,344.0,348.0,,2.578947368
1770,SC,F,1299.0,577.0,589.0,590.0,596.0,4.0
1771,KS,,731.0,354.0,370.0,,423.0,5.304347826
1772,CA,,670.0,182.0,194.0,239.0,252.0,8.857142857
1773,AZ,F,593.0,230.0,319.0,272.0,317.0,
1774,TX,M,509.0,237.0,262.0,263.0,,5.333333333
1775,IL,M,570.0,273.0,322.0,341.0,,8.0
1776,CO,,516.0,231.0,252.0,275.0,295.0,
1777,CA,F,960.0,,272.0,329.0,314.0,23.75
1778,SC,M,781.0,357.0,375.0,373.0,408.0,8.769230769
1779,FL,F,1458.0,275.0,,427.0,597.0,5.5
1780,,F,978.0,312.0,329.0,369.0,,15.33333333
1781,CA,F,2111.0,463.0,551.0,529.0,580.0,20.0
1782,GA,M,899.0,489.0,503.0,503.0,513.0,10.5
1783,WA,F,666.0,358.0,,394.0,486.0,
1784,OR,F,620.0,232.0,288.0,,,
1785,NE,M,612.0,359.0,404.0,380.0,400.0,13.0
1786,IN,,482.0,344.0,429.0,401.0,447.0,
1787,CA,F,2247.0,,425.0,430.0,500.0,9.517241379
1788,IN,F,1395.0,575.0,580.0,687.0,704.0,9.0
1789,TX,F,586.0,,295.0,288.0,348.0,9.142857143
1790,MI,M,628.0,,344.0,337.0,369.0,
1791,CA,M,1601.0,329.0,351.0,453.0,492.0,
1792,KY,M,277.0,112.0,123.0,,,
1793,AZ,F,801.0,349.0,416.0,,476.0,12.22222222
1794,KS,M,220.0,181.0,238.0,220.0,272.0,3.727272727
1795,CA,F,2380.0,420.0,490.0,567.0,586.0,
1796,OR,M,492.0,198.0,229.0,247.0,284.0,5.916666667
1797,WA,,1449.0,,618.0,635.0,657.0,6.666666667
1798,NC,M,1044.0,269.0,,278.0,329.0,10.10526316
1799,FL,F,969.0,356.0,390.0,401.0,460.0,
1800,AZ,M,1390.0,,412.0,457.0,482.0,12.55555556
1801,IN,F,537.0,341.0,393.0,388.0,428.0,4.848484849
1802,MO,F,652.0,236.0,309.0,303.0,372.0,15.0
1803,CA,F,2679.0,564.0,600.0,595.0,592.0,8.95
1804,,F,1155.0,328.0,399.0,399.0,458.0,
1805,IL,,1358.0,447.0,,470.0,,7.545454545
1806,CA,F,2192.0,364.0,,407.0,487.0,3.777777778
1807,NC,M,1285.0,608.0,636.0,640.0,676.0,17.625
1808,IL,M,1435.0,423.0,473.0,485.0,517.0,9.384615385
1809,KY,M,556.0,247.0,288.0,274.0,322.0,
1810,CA,F,2875.0,290.0,374.0,347.0,442.0,10.0
1811,,F,885.0,207.0,171.0,,220.0,18.2
1812,FL,F,824.0,263.0,289.0,313.0,352.0,20.0
1813,MI,M,727.0,148.0,383.0,260.0,463.0,17.0
1814,TX,,570.0,226.0,249.0,276.0,301.0,10.0625
1815,MI,M,1770.0,712.0,720.0,713.0,730.0,12.0
1816,LA,F,590.0,252.0,282.0,309.0,329.0,7.545454545
1817,MO,F,238.0,176.0,225.0,233.0,,14.42857143
1818,IN,M,521.0,252.0,297.0,293.0,343.0,18.18181818
1819,CA,F,2439.0,521.0,572.0,574.0,619.0,17.0
1820,NC,F,844.0,263.0,286.0,323.0,352.0,15.53571429
1821,FL,F,693.0,373.0,,413.0,463.0,15.0
1822,KS,M,237.0,194.0,222.0,218.0,261.0,12.5
1823,CA,M,2102.0,342.0,412.0,416.0,463.0,15.0
1824,WI,F,571.0,243.0,307.0,295.0,349.0,
1825,,F,1693.0,423.0,467.0,457.0,492.0,
1826,TX,M,1938.0,171.0,174.0,197.0,205.0,10.06060606
1827,FL,M,775.0,236.0,296.0,308.0,363.0,3.956521739
1828,NC,F,1024.0,360.0,364.0,396.0,429.0,7.5
1829,,,886.0,482.0,465.0,447.0,433.0,16.66666667
