,state,gender,median_home_val,total_baños,income,dist_playa,num_vecinos,num_habitaciones
1249,OR,M,770.0,282.0,228.0,20.0,272.0,318.0
1250,AL,F,364.0,231.0,170.0,10.602321233452267,221.0,277.0
1251,F,M,620.0,358.0,323.0,3.35516129,348.0,373.0
1252,FL,F,577.0,324.0,157.0,11.09090909,224.0,346.6
1253,NC,F,897.0,473.0,454.0,13.0,444.0,479.0
1254,KY,M,651.0,345.0,332.8491615669273,9.666666667,361.0,359.0
1255,CA,F,2292.0,670.0,642.0,6.4,680.0,710.0
1256,FL,F,972.0,380.61,316.0,11.2,388.0,399.8
1257,F,M,1035.0,386.0,273.0,11.42857143,356.0,471.0
1258,GA,F,431.0,283.0,258.0,10.969008471467664,309.4,319.0
1259,KS,F,351.0,245.0,144.36872982629046,12.89473684,225.0,356.0
1260,CA,M,439.0,203.0,203.0,5.636363636,230.0,228.0
1261,CA,M,1967.0,418.0,371.0,5.261851852,438.0,482.0
1262,CO,F,952.0,407.0,394.0,6.142857143,436.0,394.4
1263,TX,F,637.0,407.0,404.0,4.714285714,446.0,457.0
1264,F,M,1413.0,482.0,414.0,8.0,489.0,539.0
1265,IN,F,360.0,266.0,206.0,10.8082504383855,252.0,307.0
1266,OR,M,719.0,269.0,224.0,10.928173621553439,280.0,321.0
1267,NC,F,1071.0,494.0,357.0,12.494911361386288,490.0,488.6
1268,CO,M,1460.0,565.0,551.0,7.102941177,641.0,668.0
1269,CA,F,2766.0,433.0,362.0,13.0,398.0,439.0
1270,MN,F,528.0,271.0,204.0,8.333333333,243.0,335.0
1271,F,M,1345.0,635.0,569.640734537467,13.27762998081564,629.0,678.0
1272,FL,F,747.0,385.0,377.12258758316744,4.722222222,398.0,376.0
1273,NC,F,498.0,284.0,241.08517988693274,20.0,285.0,326.0
1274,FL,F,881.0,464.0,311.59163655307555,11.0,388.0,496.0
1275,CO,F,957.0,360.0,320.74270799449886,5.0,365.0,400.0
1276,F,M,920.0,753.0,160.0,15.0,348.0,633.0
1277,OR,M,693.0,380.61,213.0,10.581424981993003,232.0,259.0
1278,CA,F,1922.0,307.0,284.0,5.545454545,300.0,332.0
1279,FL,F,1473.0,647.0,611.0,13.386539834647992,649.0,688.0
1280,IN,F,369.0,305.0,251.0,5.625,295.0,346.0
1281,CO,F,1070.0,510.0,505.0,12.377367583734339,500.0,518.0
1282,TX,F,340.0,221.0,173.12036419036826,10.418842304932252,221.4,237.0
1283,IN,F,684.0,321.0,272.0,13.5,298.0,357.0
1284,SC,M,454.0,285.0,244.0,10.77777778,280.0,320.0
1285,IL,M,574.0,318.0,269.6931150655232,3.555555556,315.0,297.2
1286,NC,F,730.0,374.0,309.0,11.546824628178413,365.0,419.0
1287,IA,M,588.0,380.0,332.0,4.0,360.0,405.0
1288,OR,F,1465.0,638.0,514.0,7.818181818,506.4,720.0
1289,NC,F,824.0,305.0,285.0,9.909090909,333.0,356.0
1290,FL,M,852.0,446.0,443.0,12.173263129716958,480.0,497.0
1291,MI,F,777.0,485.0,444.0,9.3,476.0,511.0
1292,TX,F,532.0,404.0,237.0,12.0,297.0,396.0
1293,CA,M,2917.0,613.0,625.0,10.09090909,712.0,709.0
1294,CA,F,1990.0,380.61,301.0,11.481422159890542,389.0,395.0
1295,AR,M,844.0,336.0,293.0,11.377491514059393,337.6,390.0
1296,TX,M,822.0,322.0,228.0,10.75,321.0,385.0
1297,SC,F,761.0,422.0,396.0,6.466666667,425.0,464.0
1298,FL,F,965.0,453.0,356.0,9.538461539,426.0,495.0
1299,MO,F,150.0,197.0,157.00852684176363,10.395535592414298,198.0,239.0
1300,CO,F,607.0,260.0,239.0,3.6,256.0,279.0
1301,F,F,760.0,505.0,469.0,12.409363132906766,492.0,544.0
1302,IL,F,445.0,253.0,234.0,10.858967411916412,270.0,303.2
1303,CO,F,1331.0,579.0,503.0,12.2,561.0,635.0
1304,IL,F,598.0,453.0,371.0,11.5,419.0,487.0
1305,KY,F,683.0,309.0,267.0,16.57142857,325.0,362.0
1306,MO,M,150.0,251.0,202.0,10.553118810139779,223.0,258.0
1307,AR,F,502.0,298.0,247.0,9.0,292.0,336.0
1308,CA,F,1856.0,523.0,504.0,13.0,516.0,536.0
1309,IL,M,301.0,354.0,206.8335147702639,10.5,267.0,347.0
1310,AL,F,1075.0,380.61,511.0,5.8,552.0,590.0
1311,KY,F,283.0,168.0,149.0,5.111111111,207.0,227.0
1312,AR,F,1054.0,644.0,584.0,13.53846154,652.0,726.0
1313,WI,F,1260.0,357.0,252.0,4.857142857,309.0,404.0
1314,MI,F,574.0,363.0,299.0,6.166666667,360.0,420.0
1315,TN,F,402.0,229.0,194.0,12.0,234.0,267.0
1316,TX,F,557.0,188.0,211.0,13.0,221.0,205.0
1317,F,F,320.0,183.0,148.0,10.37009185138274,202.0,233.0
1318,OR,F,758.0,409.0,407.0,7.454545455,506.4,457.0
1319,MI,F,836.0,380.61,332.0,4.476190476,380.0,425.0
1320,TN,F,468.0,308.0,245.0,8.0,294.0,315.0
1321,CA,F,2541.0,486.0,390.06387931611306,24.28571429,454.0,528.0
1322,MI,M,497.0,452.0,362.0,11.630413017722972,384.0,421.0
1323,F,M,1003.0,322.0,258.0,25.0,318.0,386.0
1324,TX,M,770.0,522.0,477.0,12.620690905110084,525.4,578.0
1325,CO,M,739.0,368.0,369.0,11.724190699098667,419.0,428.0
1326,GA,F,2140.0,789.0,756.5129433789677,3.761904762,816.0,850.0
1327,IA,F,1282.0,380.61,550.0,4.857142857,607.0,703.0
1328,CA,F,1167.0,272.0,211.0,11.14285714,329.0,406.0
1329,F,F,636.0,311.0,281.0,8.75,295.0,341.0
1330,CA,M,1834.0,371.0,442.0,14.8,441.0,420.0
1331,IL,M,912.0,393.0,334.0,8.5625,375.0,432.0
1332,CA,F,2125.0,380.61,375.0,20.0,411.0,468.0
1333,MO,F,1180.0,548.0,513.0,12.810804213199276,554.0,607.0
1334,CA,F,669.0,380.61,184.91256840648308,8.4,214.0,226.0
1335,GA,F,533.0,349.0,301.0,8.2,339.0,386.0
1336,OR,M,480.0,217.0,203.0,17.33333333,202.0,237.0
1337,TX,F,435.0,209.0,174.0,12.83333333,256.0,289.0
1338,NC,F,548.0,307.0,241.32098987198373,10.929888185408425,274.0,317.0
1339,F,M,447.0,280.0,214.0,12.33333333,265.0,314.0
1340,FL,F,467.0,261.0,192.0,15.0,299.4,323.0
1341,MI,M,327.0,256.0,232.0,13.66666667,284.0,325.0
1342,IL,F,890.0,426.0,437.0,8.285714286,459.0,455.0
1343,CA,F,2947.0,658.0,587.1832026353164,13.667436193892165,665.0,754.0
1344,FL,F,679.0,238.0,192.0,7.428571429,242.0,321.0
1345,CA,F,1878.0,439.0,351.0,5.3,389.0,422.6
1346,FL,F,742.0,293.0,239.0,11.102230463550711,290.0,356.0
1347,OK,F,466.0,368.0,332.0,10.87878788,368.0,384.8
1348,CA,F,911.0,358.0,325.0,11.196711563515194,330.0,381.6
1349,WA,F,952.0,452.0,414.0,14.22222222,484.0,529.0
1350,FL,M,879.0,380.61,235.0,10.5,303.0,327.0
1351,IN,F,573.0,437.0,393.0,16.28571429,413.0,471.0
1352,CA,F,1644.0,426.0,396.0,3.0,450.0,489.0
1353,CO,F,905.0,245.0,215.0,13.14285714,269.0,331.0
1354,GA,F,406.0,225.0,183.0,7.444444444,245.0,287.0
1355,WA,F,430.0,234.0,221.0,10.27272727,236.0,374.2
1356,FL,F,492.0,244.0,200.0,10.709481961789482,243.0,288.0
1357,GA,M,553.0,334.0,325.0,7.2,343.0,345.0
1358,AR,F,719.0,366.0,270.2839572642771,5.428571429,331.0,407.0
1359,WA,M,1761.0,588.0,583.0,12.5,692.0,715.0
1360,MI,M,800.0,448.0,409.0,20.83333333,433.0,453.8
1361,IN,M,789.0,380.61,383.0,9.916666667,412.0,462.0
1362,MI,M,545.0,281.0,265.0,10.0625,465.6,328.0
1363,MN,F,745.0,382.0,326.0,11.42857143,374.0,428.0
1364,FL,M,1144.0,443.0,333.0,14.81818182,436.0,505.0
1365,FL,F,730.0,380.61,181.0,10.5,451.8,272.0
1366,NM,F,506.0,214.0,191.0,14.81818182,253.0,273.0
1367,CA,F,1748.0,355.0,351.0,11.493828831475172,382.0,391.0
1368,CA,F,2159.0,280.0,233.0,20.17647059,247.0,394.0
1369,NC,F,739.0,402.0,309.0,10.42857143,405.0,451.0
1370,CA,F,2153.0,379.0,320.0,22.5,360.0,397.0
1371,CA,F,2051.0,545.0,523.0,33.0,543.0,561.0
1372,AR,F,1553.0,653.0,640.2307225817409,23.33333333,694.0,725.0
1373,CA,M,986.0,389.0,354.0,7.6,369.0,405.0
1374,GA,F,442.0,253.0,218.0,10.739514737408266,257.0,286.0
1375,KS,F,405.0,274.0,241.0,21.06666667,291.0,349.0
1376,OK,M,922.0,442.0,374.0,14.0,449.0,501.0
1377,F,F,506.0,285.0,243.0,9.090909091,294.0,336.0
1378,AR,M,723.0,361.0,265.0,18.4,351.0,485.0
1379,OR,F,528.0,338.0,260.78268732488124,12.47826087,306.0,349.0
1380,IL,F,418.0,343.0,330.0,11.0,381.0,430.0
1381,IL,F,704.0,380.61,314.0,13.0,358.0,415.0
1382,AR,F,1060.0,602.0,519.0,6.357142857,559.0,631.0
1383,F,F,539.0,348.0,254.0,7.894736842,457.4,343.0
1384,IN,F,1097.0,562.0,485.0,14.6,534.0,601.0
1385,IL,F,1058.0,380.61,479.0,8.75,525.0,562.0
1386,CA,M,1971.0,605.0,553.0,15.0,559.0,607.0
1387,GA,M,512.0,237.0,190.0,20.0,248.0,297.0
1388,TX,M,321.0,189.0,202.11424448869187,10.0,347.8,271.0
1389,WA,M,2321.0,638.0,631.0,6.7,713.0,718.0
1390,IA,F,622.0,378.0,347.0,11.626166674805962,401.0,416.0
1391,GA,M,351.0,186.0,171.0,25.0,344.2,237.0
1392,CA,F,2855.0,385.0,311.0,11.46153846,484.0,537.0
1393,FL,F,955.0,379.0,324.0,7.264347826,397.0,444.0
1394,OR,M,442.0,380.61,156.0,16.5,165.0,191.0
1395,MI,F,569.0,384.0,356.0,6.75,440.0,515.0
1396,CA,M,1170.0,220.0,210.0,5.7,252.0,255.0
1397,CA,F,2353.0,380.61,301.0,25.0,333.0,367.0
1398,MI,F,330.0,317.0,249.0,7.333333333,289.0,357.0
1399,CA,F,1713.0,244.0,272.48347884529136,15.0,310.0,334.0
1400,GA,F,618.0,291.0,278.0,7.285714286,322.0,364.0
1401,F,M,310.0,308.0,243.0,11.2,265.0,297.0
1402,MI,M,299.0,267.0,244.0,4.9375,263.0,303.0
1403,NC,F,504.0,355.0,238.0,8.5,319.0,424.0
1404,NC,M,782.0,341.0,223.0,10.23076923,488.6,357.0
1405,SC,F,383.0,134.0,96.98048602510103,12.2,135.0,417.2
1406,CA,M,2044.0,337.0,329.0,10.75,397.0,423.0
1407,AR,F,2158.0,516.0,411.0,12.83218524664441,535.0,640.0
1408,GA,M,866.0,475.0,463.0,7.545454545,467.0,492.0
1409,NV,M,899.0,486.0,479.0,9.444444444,542.0,535.0
1410,IA,F,221.0,274.0,216.0,11.33333333,252.0,304.0
1411,CA,F,2432.0,364.0,340.0,11.679963235703333,397.0,432.0
1412,MN,F,198.0,209.0,173.0,5.0,208.0,238.0
1413,OR,M,600.0,256.0,236.0,18.95833333,273.0,275.0
1414,F,M,944.0,417.0,395.0,5.266666667,361.8,461.0
1415,TX,F,463.0,416.0,404.0,10.4,427.0,470.0
1416,MO,F,290.0,228.0,182.0,20.0,235.0,277.0
1417,F,F,694.0,376.0,270.0,13.0,339.0,450.0
1418,F,F,797.0,378.0,259.0,3.161290323,318.0,392.0
1419,KS,F,589.0,380.61,282.0,10.0,337.0,366.0
1420,NC,F,1205.0,380.61,246.0,4.176470588,345.0,473.0
1421,AL,M,464.0,288.0,270.0,6.5,289.0,307.0
1422,IN,M,444.0,324.0,255.82987478483318,4.5,304.0,353.0
1423,FL,F,801.0,380.61,324.0,4.9,419.0,478.0
1424,F,F,337.0,261.0,222.31432592352596,8.294117647,263.0,298.0
1425,MI,M,434.0,337.0,288.2045441676479,11.66666667,417.0,372.0
1426,FL,F,646.0,257.0,241.0,7.1875,278.0,299.0
1427,KS,M,740.0,376.0,295.0,12.6,329.0,420.0
1428,GA,F,717.0,339.0,316.0,10.0,349.0,366.0
1429,CA,M,2971.0,288.0,319.4362833150877,7.0,340.0,322.0
1430,IL,F,636.0,395.0,316.0,14.25,325.0,393.0
1431,IL,F,2906.0,653.0,688.0,10.6,740.0,707.0
1432,GA,F,717.0,352.0,327.0,10.0,347.0,364.0
1433,TX,F,715.0,301.0,295.0,7.111111111,333.0,355.0
1434,KS,M,386.0,354.0,293.0,4.217391304,302.0,356.0
1435,OR,F,684.0,323.0,290.0,20.0,323.0,356.0
1436,NC,F,469.0,260.0,214.0,7.465116279,271.0,313.0
1437,KY,M,884.0,377.0,332.0,7.666666667,290.0,342.6
1438,MO,F,275.0,161.0,154.0,9.25,224.0,246.0
1439,MN,F,1122.0,560.0,554.0,25.125,607.0,618.0
1440,F,F,656.0,339.0,272.0,11.24681331183194,318.0,373.0
1441,FL,F,880.0,343.0,335.0,17.71428571,386.0,403.0
1442,WA,F,837.0,381.0,327.60088906128976,3.466666667,369.0,397.0
1443,CA,F,2322.0,548.0,506.0,4.431034483,469.0,579.0
1444,AL,F,853.0,380.61,445.0,10.0,447.0,386.8
1445,WA,F,871.0,412.0,381.0,7.836734694,436.0,476.0
1446,TX,M,884.0,692.0,681.0,9.142857143,737.0,340.4
1447,WA,F,949.0,448.0,429.0,11.764658488503157,420.0,469.4
1448,CA,F,1788.0,424.0,341.5276280868004,11.0,415.0,514.0
1449,CO,F,1274.0,541.0,500.84575776215127,6.0,548.0,575.0
1450,NM,F,481.0,380.61,280.0,7.2,279.0,319.0
1451,F,M,1728.0,380.61,470.0,25.0,503.0,523.0
1452,FL,M,1322.0,405.0,355.0,3.566666667,408.0,454.0
1453,CA,F,2674.0,574.0,561.0,19.16666667,648.0,662.0
1454,WI,F,685.0,380.61,359.0,3.589285714,372.0,375.0
1455,CA,M,479.0,268.0,208.0,9.555555556,272.0,320.6
1456,FL,F,860.0,453.0,458.0,12.243948333635313,495.0,505.0
1457,F,F,1821.0,466.0,454.0,7.384615385,486.0,505.0
1458,TX,M,1076.0,503.0,490.0,14.54545455,550.0,578.0
1459,CA,F,1231.0,398.0,323.0,12.3,367.0,412.0
1460,FL,F,440.0,231.0,185.0,10.759678448504914,253.0,299.0
1461,MI,M,1572.0,587.0,566.0,10.0,623.0,684.0
1462,NC,F,347.0,202.0,166.0,14.75,204.0,233.0
1463,GA,F,1153.0,583.0,562.0,50.0,609.0,629.0
1464,F,F,2075.0,743.0,723.0,5.517241379,823.0,422.6
1465,TX,F,360.0,235.0,173.40885236571964,10.568596680258922,219.0,269.0
1466,NC,M,542.0,245.0,211.0,11.090855116240759,268.6,361.0
1467,NV,F,948.0,353.0,325.0,3.411764706,367.0,398.0
1468,IN,M,809.0,482.0,385.0,20.0,413.0,511.0
1469,F,M,2083.0,186.0,198.0,3.8125,220.0,211.0
1470,WA,F,1271.0,351.0,324.0,9.5,532.6,417.0
1471,IL,M,440.0,331.0,286.0,6.0,323.0,375.0
1472,IN,M,614.0,317.0,289.0,15.0,335.0,385.0
1473,CA,F,2424.0,446.0,426.0,14.5,483.0,542.0
1474,MI,F,923.0,364.0,300.1484142007058,7.607142857,353.0,409.0
1475,TX,F,577.0,437.0,358.1682303941717,7.375,419.2,454.0
1476,MI,F,347.0,310.0,245.0,4.904761905,286.0,328.0
1477,NC,M,1250.0,380.61,319.0,12.164094117548013,429.0,540.0
1478,F,M,770.0,426.0,417.0,10.6,450.0,454.0
1479,LA,F,589.0,384.0,378.0,16.0,410.0,443.2
1480,KY,F,687.0,407.0,368.0,11.611833326873523,375.0,419.0
1481,NC,M,875.0,317.0,280.0,7.0,343.0,381.0
1482,TX,M,864.0,480.0,388.0,12.054711126838466,402.0,511.0
1483,OR,F,701.0,352.0,304.19356741154115,25.0,353.0,400.0
1484,MI,F,664.0,308.0,309.51718401118313,3.613636364,336.0,332.0
1485,CA,M,755.0,232.0,218.0,10.798278907162667,282.0,290.0
1486,MS,M,423.0,262.0,212.0,5.95945946,251.0,287.0
1487,CA,F,2596.0,518.0,515.0,24.16666667,584.0,588.0
1488,CA,F,1257.0,358.0,356.0,6.384615385,427.0,445.0
1489,GA,F,1173.0,625.0,503.0,8.931034483,562.0,660.0
1490,MI,F,862.0,380.61,476.0,20.25,460.2,511.0
1491,IA,F,339.0,271.0,254.0,5.928571429,293.0,321.0
1492,MO,M,392.0,380.61,218.0,4.266666667,265.0,300.0
1493,NC,F,576.0,308.0,289.0,8.923076923,304.0,434.0
1494,MN,F,575.0,212.0,209.0,10.805506965383868,239.4,266.8
1495,FL,M,709.0,254.0,220.0,7.333333333,264.0,296.0
1496,KY,M,724.0,380.61,322.0,17.22222222,363.0,393.0
1497,MN,M,719.0,561.0,365.0,12.116341795092392,430.0,519.0
1498,F,F,411.0,230.0,199.0,13.0,244.0,272.0
1499,OK,M,498.0,304.0,284.0,11.5,274.0,315.0
1500,TX,F,716.0,438.0,291.0,20.0,351.0,454.0
1501,MI,M,732.0,431.0,404.0,10.5,434.0,481.0
1502,TX,F,1155.0,695.0,684.0,12.5,728.0,376.2
1503,MI,F,245.0,176.0,189.0,10.440537961052383,246.0,224.0
1504,LA,F,764.0,362.0,354.0,6.25,383.0,401.0
1505,IL,M,1000.0,463.0,453.0,12.065602819410499,458.0,478.0
1506,IN,F,519.0,380.61,314.0,5.6875,347.6,381.0
1507,FL,F,720.0,416.0,364.0,17.89473684,450.0,521.0
1508,CA,M,2498.0,380.61,518.0,25.0,570.0,606.0
1509,GA,F,687.0,403.0,379.0,13.85714286,360.0,380.0
1510,F,M,710.0,380.61,236.0,13.57142857,391.2,400.0
1511,WI,F,708.0,370.0,358.0,11.598161865062615,384.0,414.0
1512,F,M,1364.0,673.0,634.0,15.0,768.0,811.0
1513,WA,F,827.0,328.0,277.0,11.227417876919995,309.0,371.0
1514,TX,F,725.0,354.0,334.0,15.4,418.0,432.0
1515,NC,F,548.0,246.0,197.0,12.375,259.0,300.0
1516,WA,F,1055.0,379.0,325.7515510028844,14.0,375.0,421.0
1517,MI,F,479.0,304.0,280.0,5.884615385,333.0,350.0
1518,IL,F,2172.0,625.0,427.0,3.25,561.0,805.0
1519,F,F,1088.0,380.61,421.0,15.0,442.8,557.0
1520,CA,F,875.0,380.61,226.0,6.0,254.0,254.0
1521,F,F,883.0,272.0,247.0,4.944444444,310.0,336.0
1522,NC,F,514.0,289.0,239.0,10.937799030946293,276.0,322.0
1523,TX,F,689.0,359.0,344.0,11.406510551605809,368.0,377.0
1524,LA,F,708.0,404.0,368.0,12.52631579,378.0,392.8
1525,MO,M,733.0,409.0,337.0,26.25,359.0,426.0
1526,MO,F,476.0,280.0,219.0,5.434782609,272.0,319.0
1527,F,F,2041.0,858.0,871.0889870612776,9.833333333,943.0,374.4
1528,FL,M,881.0,363.0,297.0,11.69471521242972,375.0,453.0
1529,TX,F,1150.0,212.0,196.0,7.666666667,245.0,270.0
1530,GA,F,529.0,304.0,259.0,5.611111111,280.0,304.0
1531,CA,F,1205.0,408.0,399.0,9.8,522.6,450.0
1532,TX,F,301.0,273.0,215.0,8.982758621,262.0,299.0
1533,TX,F,945.0,578.0,398.0,12.352480422146966,446.0,563.0
1534,KY,F,714.0,290.0,187.0,12.07142857,304.2,376.0
1535,OK,M,763.0,334.0,316.0,11.487514046095075,378.0,398.0
1536,WI,M,515.0,276.0,258.0,5.857142857,302.0,327.0
1537,GA,M,448.0,241.0,192.0,10.767076636843168,254.0,299.0
1538,CO,F,524.0,380.61,264.0,11.8,329.0,391.4
1539,IN,M,637.0,316.0,286.0,25.0,385.8,371.0
1540,IN,F,778.0,422.0,377.0,5.821818182,447.0,527.0
1541,NM,F,1008.0,397.0,360.0,8.916666667,388.0,426.0
1542,KS,F,993.0,366.0,285.0,11.263704330596152,329.0,373.2
1543,CA,F,1149.0,380.61,222.0,6.619047619,250.0,273.0
1544,WI,M,575.0,341.0,318.0,8.473684211,379.0,414.0
1545,F,F,1627.0,508.0,456.0,9.266666667,537.0,586.0
1546,MI,F,428.0,243.0,208.0,6.461538462,268.0,293.0
1547,CO,F,717.0,341.0,333.0,25.0,344.0,360.0
1548,CA,F,2625.0,533.0,480.02097623133375,12.373588397119121,517.0,523.0
1549,CA,F,2113.0,450.0,422.0,9.0,502.0,532.0
1550,CA,F,1104.0,275.0,266.0,2.637931034,323.0,319.0
1551,TX,M,362.0,217.0,208.0,7.142857143,238.0,255.0
1552,MI,M,403.0,375.0,327.0,7.32,427.6,364.0
1553,IL,F,1014.0,273.0,262.0,11.1875,306.0,350.0
1554,MI,F,732.0,478.0,377.0,9.5,396.0,453.0
1555,CA,M,1309.0,419.0,409.0,12.0,304.2,432.0
1556,FL,F,961.0,341.0,297.0,13.66666667,454.4,395.0
1557,MO,F,883.0,380.61,468.0,12.298423831162172,493.0,517.0
1558,CO,M,1285.0,510.0,474.0,5.1875,535.0,584.0
1559,MN,F,889.0,398.0,265.8415836485592,16.0,341.0,450.0
1560,NC,F,609.0,380.61,257.0,6.0,299.0,323.0
1561,F,F,1240.0,496.0,395.0,5.375,436.0,550.0
1562,MI,F,426.0,315.0,267.0,16.75,314.0,343.0
1563,TX,M,792.0,320.0,260.0,11.33333333,337.0,396.0
1564,LA,M,801.0,523.0,487.0,13.27272727,509.0,412.4
1565,TX,F,872.0,548.0,534.0,79.16666667,579.2,607.0
1566,F,F,848.0,386.0,372.0,11.693035896656959,404.0,426.0
1567,F,F,985.0,495.0,478.0,12.125,508.0,591.0
1568,MI,F,795.0,380.61,442.0,12.8407736856371,557.0,627.0
1569,MI,F,556.0,324.0,317.0,5.263157895,313.0,346.0
1570,SC,F,630.0,323.0,283.0440154255572,11.5,329.0,371.0
1571,IN,F,789.0,430.0,374.9950247128271,5.833333333,425.0,475.0
1572,LA,F,1384.0,643.0,606.7512869854258,8.0,667.0,343.2
1573,TX,F,688.0,564.0,562.0,12.0,582.0,596.0
1574,AR,F,569.0,158.0,156.0,5.166666667,361.8,202.0
1575,TX,F,651.0,250.0,197.0,8.277777778,252.0,284.0
1576,FL,M,1307.0,381.0,310.0,18.0,383.0,450.0
1577,TX,F,241.0,241.0,164.0,8.466666667,231.0,290.0
1578,WI,F,617.0,247.0,221.0,24.22222222,373.0,289.0
1579,CA,F,838.0,176.0,163.0,6.666666667,235.0,241.0
1580,SC,M,688.0,432.0,376.0477982305625,9.4,387.6,475.0
1581,F,F,435.0,322.0,304.0,10.0,325.0,365.0
1582,FL,F,677.0,261.0,242.0,9.8,484.8,302.0
1583,FL,M,980.0,387.0,335.0,11.0,381.0,435.0
1584,SC,M,788.0,275.0,225.0,11.052166681020822,299.0,343.0
1585,AR,F,950.0,371.0,199.0,9.0,361.0,433.0
1586,KY,M,295.0,161.0,155.0,25.11111111,199.0,223.0
1587,CA,M,1831.0,380.61,280.0,5.166666667,313.0,380.0
1588,FL,M,817.0,288.0,282.0,11.829445648895069,413.0,473.0
1589,FL,F,838.0,374.0,356.52558920741274,11.722589626775605,402.0,437.0
1590,WA,M,2049.0,448.0,442.0,25.4,573.0,626.0
1591,F,F,1380.0,449.0,385.0,8.0625,417.0,473.0
1592,IL,F,1499.0,419.0,408.0,9.2,444.0,479.0
1593,WA,F,507.0,335.0,243.0,11.66666667,265.0,326.0
1594,NV,M,603.0,261.0,199.0,6.333333333,233.0,333.2
1595,F,M,407.0,324.0,334.7876641124954,5.0,383.0,374.2
1596,TX,F,471.0,380.61,230.0,9.0,273.0,302.0
1597,GA,F,929.0,420.0,403.0,7.833333333,418.0,467.0
1598,KY,F,521.0,330.0,258.0,8.75,315.0,371.0
1599,F,F,288.0,164.0,129.0,5.285714286,131.0,167.0
1600,F,F,914.0,542.0,522.0,25.0,540.0,560.0
1601,WI,F,466.0,380.61,270.0,11.66666667,318.0,354.0
1602,F,M,534.0,306.0,323.17887869006694,11.426638794663667,363.0,388.0
1603,OR,M,1550.0,613.0,456.0,17.5,549.0,709.0
1604,F,F,687.0,380.61,230.0,4.592105263,261.0,267.0
1605,F,F,810.0,421.0,408.0,12.83333333,455.0,469.0
1606,IL,F,2347.0,736.0,720.5439354797769,14.32225541332871,786.0,811.4
1607,CA,M,2298.0,302.0,290.0,25.0,308.0,322.0
1608,AZ,F,1708.0,586.0,437.0,9.769230769,551.0,684.0
1609,TX,M,561.0,529.0,493.0,12.37412467532957,506.0,537.0
1610,AZ,F,700.0,221.0,205.0,12.85714286,305.4,295.0
1611,FL,M,696.0,339.0,303.0,22.5,372.2,369.0
1612,WA,F,1039.0,376.0,279.0,25.0,338.0,435.0
1613,FL,M,1909.0,688.0,473.0,13.375,439.0,779.0
1614,LA,F,535.0,380.61,165.0,12.0,304.2,199.0
1615,FL,M,835.0,414.0,413.0,19.66666667,407.0,410.0
1616,MO,M,553.0,193.0,196.0,4.0,236.0,236.0
1617,IL,M,652.0,354.0,247.0,8.222222222,306.0,436.4
1618,F,F,416.0,221.0,209.0,13.5,229.0,243.0
1619,NC,M,623.0,300.0,273.0,15.0,395.6,319.0
1620,WA,F,1516.0,555.0,519.0,4.166666667,360.0,548.0
1621,WI,F,182.0,181.0,78.0,4.352941177,126.0,209.0
1622,KY,M,821.0,298.0,259.0,11.66666667,304.0,334.0
1623,WI,M,486.0,327.0,274.0,7.545454545,289.0,336.0
1624,CA,M,2259.0,567.0,557.0,6.4,600.0,603.0
1625,WI,M,659.0,365.0,315.0,13.16666667,356.0,399.0
1626,TX,M,423.0,323.0,294.0,9.695652174,322.0,360.0
1627,OR,F,661.0,286.0,259.0,12.5,292.0,372.6
1628,CO,M,660.0,238.0,203.0,10.570499226436775,223.0,262.0
1629,NC,F,550.0,356.0,249.0,12.5,293.0,360.0
1630,F,M,508.0,224.0,204.9500934297391,9.428571429,245.0,280.0
1631,NC,M,639.0,269.0,228.0,9.25,289.0,333.0
1632,FL,M,533.0,230.0,201.0,23.83333333,256.0,286.0
1633,IA,F,275.0,319.0,282.0,5.916666667,288.0,331.0
1634,CA,F,1953.0,380.61,304.0,13.5,337.0,380.0
1635,F,M,494.0,331.0,269.0,6.571428571,316.0,373.0
1636,IL,F,678.0,288.0,267.0,5.448275862,352.0,370.0
1637,MN,F,404.0,295.0,256.0,10.54761905,304.0,347.0
1638,TX,F,283.0,291.0,212.0,19.16666667,288.0,333.0
1639,IL,F,1554.0,663.0,615.0,14.5,689.0,737.0
1640,F,F,848.0,288.0,219.0,16.0,299.0,390.0
1641,NC,F,595.0,346.0,289.0,11.32648449842393,324.4,381.0
1642,FL,M,1069.0,257.0,198.0,6.125,308.0,367.0
1643,WA,M,874.0,380.61,355.0,4.04,389.0,418.0
1644,CO,F,1017.0,510.0,496.0,12.54875899871618,537.0,554.0
1645,NC,F,714.0,434.0,425.0,9.083333333,419.0,432.0
1646,MO,M,915.0,513.0,506.0,9.142857143,559.0,561.0
1647,GA,F,748.0,372.0,352.0,10.0,369.0,423.0
1648,GA,M,803.0,495.0,450.0,15.0,547.0,597.0
1649,KS,F,208.0,242.0,201.0,17.17647059,255.0,296.0
1650,F,M,432.0,230.0,174.0,11.1,223.0,279.0
1651,CA,M,1485.0,478.0,399.0,12.875,432.0,469.0
1652,CA,F,1115.0,340.0,313.0,11.4375,354.0,391.0
1653,MI,F,709.0,515.0,504.0,12.467847731824806,522.0,539.0
1654,FL,M,696.0,380.61,277.0,20.4,325.0,355.0
1655,OK,F,911.0,496.0,413.32107586072954,6.333333333,497.0,613.0
1656,NC,M,723.0,414.0,371.0,6.538461539,398.0,456.0
